implicit,explicit,raceomb,sex,politics,year,age,education
0.195128519,4,6,m,6,2014,29,9
0.634319862,6,6,f,4,2011,14,2
0.595431377,4,6,f,7,2014,40,10
0.724830846,6,6,f,6,2009,48,9
-0.461447991,4,6,m,2,2015,45,8
0.424223353,5.5,8,m,2,2009,21,5
0.907098198,4.5,6,f,6,2008,19,4
0.353789734,5,6,f,6,2015,22,6
-0.270772857,2,6,f,4,2009,16,3
0.505856437,4,6,f,6,2010,21,5
1.09876668,5.5,6,m,2,2007,45,9
0.590254391,4,6,f,7,2007,52,6
0.514006807,4.5,6,f,6,2014,18,7
0.178972812,4.5,8,f,6,2009,17,3
0.289919365,5,8,m,6,2009,26,6
-0.041194002,4,6,f,7,2014,19,5
-0.042136775,4,3,f,4,2015,21,7
0.379939053,4,6,f,6,2015,22,5
0.248546266,4,3,f,4,2007,35,9
0.23197646,4,6,m,7,2014,27,10
-0.269132286,3.5,6,f,5,2015,21,7
0.920608603,5.5,NA,.,NA,2007,NA,NA
0.25662519,6,6,m,4,2012,19,5
0.598365241,4,6,f,4,2013,27,5
0.175110611,5,6,f,6,2015,21,7
0.929337476,4,6,f,4,2010,18,4
0.674945701,4.5,6,.,5,2014,17,3
0.048042691,5,6,f,6,2013,59,7
0.973104591,5.5,6,m,4,2010,19,5
0.5215606,6,7,f,3,2008,24,5
0.09618321,4.5,6,f,2,2011,27,5
0.161266054,4,5,m,4,2009,20,5
-0.455013251,4,9,f,4,2015,35,9
0.546544256,4,6,m,6,2015,64,9
0.669704666,5,6,f,5,2015,15,3
0.002790307,3.5,6,f,7,2008,28,7
-0.092277359,5,6,m,6,2012,72,7
1.059542767,5,6,m,7,2011,48,10
0.316158295,4,6,f,4,2015,17,3
-0.449442223,4,6,f,4,2009,20,5
0.282916473,4,5,f,7,2008,40,9
0.093558728,6,3,m,6,2012,44,9
0.768876973,4,6,f,6,2011,49,9
0.616585959,4,6,f,4,2015,19,5
-0.477588791,4.5,6,f,6,2014,29,10
0.308414756,4.5,2,m,6,2014,17,3
0.553950804,4.5,6,f,4,2011,24,8
0.538799095,4.5,6,m,7,2015,49,9
-0.043190362,4.5,8,f,6,2010,21,5
-0.313879687,4,6,f,6,2013,31,10
0.509087761,4.5,6,f,1,2008,14,2
-0.100783711,4,6,f,6,2015,18,3
0.593463711,5.5,6,m,4,2013,26,8
0.136232682,4,6,m,7,2014,25,9
0.11983644,5,6,f,6,2008,21,5
0.268401251,5.5,NA,f,6,2015,18,5
0.27663435,4,6,m,5,2014,19,5
0.763420862,4,6,f,6,2014,49,10
-0.130993493,4.5,6,f,6,2015,27,10
0.202136319,5,NA,.,NA,2014,NA,NA
-0.125279434,4,6,f,4,2014,33,5
0.485185838,4,6,f,4,2010,19,5
0.434027363,4,6,m,5,2007,23,8
0.132967725,4,8,f,6,2015,23,5
0.915577159,4,6,m,7,2015,21,5
-0.109443603,4.5,2,f,7,2015,37,10
0.296469749,5.5,6,f,5,2015,45,9
0.319577982,4,6,m,6,2015,36,10
0.179607869,4.5,6,f,6,2010,12,2
0.296570883,4,6,m,4,2014,34,5
0.063181261,4,6,f,NA,2015,24,8
-0.136610909,4,7,m,7,2014,22,7
0.794928927,4,9,f,6,2007,22,5
0.540133485,5,6,m,6,2007,19,10
0.12595527,5,7,f,NA,2012,19,5
0.682152054,5.5,6,f,7,2007,48,5
0.524699294,4,4,m,2,2010,20,10
0.517171931,4.5,6,f,5,2012,17,3
0.265861448,3,9,f,4,2015,22,8
0.329124689,5,2,m,2,2013,35,7
0.887183686,4,6,f,1,2013,33,9
0.121677824,5,6,f,5,2012,17,3
0.714504181,6,6,f,3,2009,18,4
0.485799198,6,6,m,4,2011,21,7
0.473945406,4,2,f,6,2012,43,10
0.053965952,4.5,7,m,5,2015,40,8
0.41789239,5,6,m,4,2015,22,5
0.2290789,4,9,f,7,2012,25,6
0.468585365,5,6,f,6,2008,33,7
0.491899358,4.5,9,f,4,2009,27,9
0.426120109,4.5,6,f,4,2009,25,6
0.787900738,6,6,m,5,2015,47,9
-0.245740966,3,6,f,6,2015,19,5
0.739381093,7,6,f,6,2007,60,8
0.918596621,4,2,m,6,2014,22,8
-0.953109745,4,6,f,7,2014,35,10
-0.034056162,5,6,m,4,2011,23,7
0.588309165,4.5,6,m,7,2007,25,5
0.527639968,5,6,f,6,2015,25,7
0.269063245,4,6,m,7,2007,17,4
0.056941247,4.5,6,f,7,2014,18,4
0.707612121,4,8,f,4,2007,29,5
-0.018087982,5,8,m,4,2010,19,5
0.570584651,4,6,f,4,2011,19,4
0.444146062,5,6,f,7,2015,59,8
-0.274571091,6,6,f,5,2010,50,9
0.225953328,4.5,6,f,1,2010,24,7
-0.817779702,4,6,f,7,2014,53,10
0.808400798,4,6,m,6,2011,22,6
0.059165201,6,6,m,NA,2010,65,NA
-0.331109621,4.5,6,f,6,2014,45,10
0.374287977,4,2,f,6,2014,35,7
0.828239248,5,6,f,6,2012,50,10
0.890497839,4,6,m,6,2015,20,5
0.202382867,6,6,m,6,2008,29,10
0.295639504,4,6,f,7,2012,22,7
1.103151409,5,2,f,4,2009,18,5
0.293015988,4,9,m,4,2015,21,4
0.516814891,4,2,f,4,2007,15,3
0.551924465,6,6,f,3,2011,33,6
0.744485547,6.5,6,f,6,2015,20,7
0.140739997,6,6,f,4,2015,16,3
-0.236465761,4,6,f,7,2014,21,4
-0.023470816,3.5,6,m,4,2014,24,5
0.22198917,3.5,2,f,3,2009,18,5
1.190932903,4.5,6,f,5,2008,22,8
-0.132658982,5.5,6,m,6,2013,30,9
0.040000145,5,6,f,6,2014,34,10
0.321032017,6,6,f,6,2015,18,4
0.856488603,5.5,6,f,5,2010,37,8
0.888164364,6,5,f,6,2007,23,5
-0.738096223,2,NA,.,NA,2012,NA,NA
0.029162236,4.5,NA,m,NA,2015,25,10
0.412353094,4,6,f,6,2010,20,5
-0.533749184,4,6,f,6,2015,25,7
0.926755514,4.5,6,f,5,2010,21,5
-0.21193535,3.5,5,f,4,2013,24,4
0.125343484,4.5,6,f,6,2015,18,3
0.869130514,5,6,f,4,2015,20,7
0.793201937,5,6,f,4,2013,22,9
0.423235592,4.5,5,m,4,2009,25,5
0.73022121,3.5,6,f,5,2012,21,7
0.334806706,4.5,1,f,4,2009,24,NA
0.38795159,4.5,6,f,2,2012,14,2
0.52146936,4.5,6,f,7,2013,15,3
0.501650628,4,6,f,3,2009,26,6
0.785728698,6,6,f,4,2010,19,5
-0.20153585,4,NA,.,NA,2015,NA,NA
0.56219279,5.5,9,m,4,2007,19,5
-0.030163619,4,2,f,4,2012,25,6
0.541538733,4,6,f,2,2014,50,6
0.754847281,6,NA,.,NA,2007,NA,NA
-0.070110125,6.5,6,f,1,2012,17,5
0.898606604,6,6,f,3,2008,54,9
0.551054425,4,6,m,7,2011,21,5
-0.678639012,4.5,6,f,6,2011,40,10
-0.393319422,4,6,f,6,2015,23,5
-0.184888949,4,6,f,2,2012,26,6
0.79020334,4,6,f,6,2015,17,4
0.367005639,5,5,f,1,2012,32,5
0.588507277,6,6,f,4,2009,22,7
0.683949837,4,6,m,4,2015,27,8
0.019617763,5,6,m,4,2014,23,5
0.153503118,5,6,m,5,2015,18,5
0.342692072,4,6,f,5,2007,22,8
-0.106165334,4.5,6,m,4,2008,22,5
0.300099062,5,NA,.,NA,2007,NA,NA
0.539086532,4.5,6,f,3,2012,16,NA
0.426603477,4,6,f,3,2012,61,6
0.511257579,4.5,6,m,4,2015,16,3
0.668748625,4.5,9,m,4,2012,60,7
0.690315791,5,6,m,3,2013,30,7
1.31449289,6,6,f,5,2009,66,9
0.852314115,5,9,m,5,2014,18,4
0.248311561,5,NA,.,NA,2013,NA,NA
-0.03175171,5,9,f,3,2009,53,10
0.236712221,5,5,f,6,2008,34,7
0.35655413,5,6,f,5,2012,17,3
0.919702305,5.5,6,m,3,2012,19,5
0.349870751,4,6,m,4,2014,21,10
0.478520409,5,6,f,7,2007,28,6
0.308617031,4,6,f,4,2015,17,3
0.274847779,4.5,5,f,6,2008,20,5
0.262922325,4,6,f,2,2013,19,5
0.425909729,4,5,f,4,2008,22,5
0.201042103,4,5,f,4,2008,23,5
0.31555103,5,8,f,6,2010,26,8
0.417375588,4.5,6,m,1,2009,40,5
0.104017802,4,2,.,7,2015,13,2
-0.257539798,5,6,f,5,2010,27,6
0.724428709,4,6,f,2,2015,50,9
0.564490012,5.5,6,m,6,2008,22,7
0.906410713,4,6,m,7,2014,35,5
0.996111669,5,6,.,3,2013,64,9
0.078420431,4,6,m,6,2014,36,10
0.564166838,5,6,f,3,2015,20,5
0.569268952,5,6,m,4,2010,19,5
0.275901226,4,6,m,7,2015,23,7
-0.052849402,4.5,6,f,4,2015,21,7
0.359393919,4.5,6,f,3,2015,17,4
-0.402959732,4.5,1,f,2,2014,17,3
0.36866741,4,6,f,7,2008,18,5
0.755989127,4,6,f,7,2010,41,5
-0.17894471,4,6,f,6,2012,43,10
0.248032843,6,6,f,4,2010,36,5
0.158354807,6,6,f,4,2010,43,5
-0.297726774,4,6,f,6,2015,32,10
0.217560972,4,NA,.,NA,2012,NA,NA
-0.150253143,4,6,f,6,2014,21,5
0.533724282,6,8,f,4,2007,21,5
-0.06853933,4.5,9,f,4,2011,21,5
0.954280369,4,8,f,4,2010,23,5
0.099909551,4.5,9,f,4,2009,20,8
-0.0989612,4,6,f,7,2015,18,5
0.118952174,5,NA,.,NA,2007,NA,NA
0.547003018,4,2,f,4,2015,19,7
0.232088421,4,6,f,2,2007,18,5
0.45339645,4.5,2,m,4,2007,20,5
0.449606764,4.5,6,f,6,2011,57,8
0.110054046,4.5,4,m,4,2013,16,3
0.357573564,4.5,6,m,7,2014,26,10
-0.109320865,4,8,f,6,2011,19,5
0.374809181,4,6,f,6,2015,15,3
-0.504976677,4,6,m,7,2013,27,9
0.599097725,5,NA,.,NA,2011,NA,NA
0.624781817,5.5,6,f,NA,2012,16,3
0.756780436,4,3,f,2,2011,21,5
0.777785428,4,6,f,3,2008,15,3
0.034084209,4,NA,f,NA,2013,NA,NA
0.110736245,4.5,6,f,7,2014,35,10
0.035295941,5,6,f,4,2015,20,5
0.543614056,4,6,f,6,2009,21,5
0.833453894,6.5,5,f,6,2011,22,5
-0.565677786,5,6,f,NA,2012,21,5
0.248256113,4,3,f,4,2014,17,2
0.551655142,6,5,f,NA,2007,61,6
0.601259175,4,6,m,1,2012,34,9
0.801097178,4.5,6,f,6,2011,25,7
0.150101933,5,6,m,7,2015,22,7
0.733189468,6,6,f,4,2010,33,10
0.502243135,4.5,6,f,7,2015,21,7
0.214436091,6,6,f,5,2012,17,4
0.49844542,5,6,f,4,2008,18,3
0.702630485,4,6,m,6,2015,16,3
0.454249939,4,5,f,4,2010,37,6
0.615159154,5,9,m,5,2007,28,9
0.246063867,4,6,f,7,2015,20,5
0.495373111,6,6,f,4,2014,19,4
-0.021747938,4,6,m,7,2015,51,7
0.812269874,6,8,m,4,2011,19,5
0.887228288,5,8,f,6,2007,42,10
0.208118165,5,2,f,6,2008,20,6
-0.549676808,4.5,6,m,7,2014,62,5
-0.444348518,4,6,m,6,2013,30,10
0.346402608,4.5,6,m,5,2014,57,8
0.154419992,4,6,m,6,2012,36,7
0.940396186,6.5,9,m,7,2007,20,5
0.907540396,5.5,9,m,2,2014,46,9
0.050001823,5,6,f,6,2011,28,6
0.749778911,4,6,f,7,2012,26,9
-0.04242679,5,6,f,6,2015,18,5
0.396719394,7,5,f,NA,2009,39,5
0.428279283,4,6,f,5,2007,20,5
0.088804279,4,NA,.,NA,2013,NA,NA
0.314104945,5,6,m,4,2015,34,9
-0.193466094,4.5,6,f,5,2013,44,10
0.493719907,5.5,6,m,2,2007,18,4
0.145553016,5,6,f,7,2012,66,9
0.603395671,7,6,f,3,2013,38,5
0.358301746,5,6,f,3,2008,19,5
0.410648222,6,8,f,6,2012,17,3
0.161564371,4,3,m,4,2014,12,1
-0.022192626,5,6,m,4,2013,19,7
-0.147807837,4.5,6,f,4,2015,18,7
0.595115811,4,6,m,6,2015,17,3
0.248579908,4.5,6,m,3,2015,NA,9
-0.378607278,4,3,f,5,2014,18,4
0.045673705,4,6,m,4,2012,23,5
0.421928308,4.5,6,f,7,2015,24,5
0.569333635,5.5,6,m,2,2011,33,5
0.299354798,4,6,f,6,2013,50,9
0.621980668,4,6,f,2,2007,54,5
0.77793368,6,8,f,3,2007,19,5
-0.039841945,4,6,m,6,2008,22,5
0.889961173,5,6,f,2,2007,46,8
0.67661711,5,6,f,4,2011,20,7
-0.067255653,5.5,6,f,4,2008,17,3
0.306431758,5,6,f,3,2014,23,6
0.298297166,5,9,m,2,2014,19,5
0.472143622,5,6,m,2,2009,21,5
-0.118570725,4,6,m,4,2011,25,5
1.028747075,5,8,f,5,2011,26,5
0.845461364,6,6,f,2,2013,25,8
0.629608827,4,6,m,4,2011,23,5
0.218174264,4.5,6,f,6,2012,24,7
0.631404912,4.5,6,f,7,2007,50,7
0.152436395,6.5,6,f,6,2014,23,9
0.71125351,5.5,6,m,2,2008,22,7
0.535103306,6,6,m,1,2015,39,9
0.153502299,5,6,m,6,2015,19,5
-0.595306073,6,9,f,4,2011,16,3
-0.161505467,5,6,f,7,2015,19,7
0.774945391,5,8,m,1,2015,25,9
0.348403474,4,6,f,4,2012,28,5
-0.201534675,4.5,6,f,5,2009,27,9
-0.284440628,4,6,f,4,2014,33,9
0.44889371,4.5,2,f,4,2009,16,3
-0.034389255,4.5,6,m,6,2014,20,7
0.967193274,6,NA,.,NA,2013,NA,NA
0.100795231,4,6,f,7,2007,46,5
0.218878833,4.5,6,f,7,2015,40,5
-0.184075238,4,NA,m,NA,2013,NA,NA
0.693588662,5.5,6,m,7,2012,29,7
0.542331707,6.5,5,m,4,2010,20,7
-0.086533287,4.5,6,m,2,2008,12,2
0.391266944,4,2,m,4,2015,19,7
0.931027521,5,6,m,7,2007,22,7
0.820347679,5,6,m,7,2011,24,7
0.439137248,6,6,f,5,2015,30,6
-0.413560659,4,6,f,7,2015,19,4
0.983453753,6,2,m,4,2007,24,5
0.101630946,5,6,m,3,2015,49,7
0.538431484,5.5,6,f,4,2012,18,4
-0.365617293,4,8,m,7,2015,31,8
0.428625316,4,6,f,NA,2012,19,5
0.132330959,4.5,2,f,3,2012,30,9
0.007719481,7,3,m,4,2007,23,5
0.454761622,4.5,6,m,6,2014,24,9
0.201458725,6.5,9,f,3,2008,16,3
0.654506126,4.5,6,f,1,2014,17,3
0.333530177,4,6,m,6,2010,52,9
0.260291095,3.5,6,m,4,2009,20,5
0.214208844,6,6,m,1,2015,18,5
0.690444031,5.5,6,f,NA,2015,18,5
0.759924783,5.5,6,f,4,2014,19,5
0.122435611,4,6,m,4,2014,17,3
0.027492098,4,6,f,7,2015,18,4
0.477498185,4.5,5,f,6,2008,24,7
0.045824921,5,2,m,3,2015,20,5
0.246545967,4.5,6,f,6,2008,18,4
0.734479339,4.5,9,f,6,2007,20,5
0.067407486,5,6,m,4,2007,38,7
0.850811024,6,6,f,6,2015,17,4
1.12492695,6.5,6,f,2,2009,41,9
0.209923966,6,2,f,4,2015,21,6
0.363522163,5,6,f,7,2010,37,5
0.44017258,4,6,f,3,2008,26,8
0.470210574,5,6,f,4,2009,14,3
0.342382358,6,6,m,5,2015,40,7
0.720232745,4.5,6,f,6,2009,22,5
0.503121939,4,6,m,7,2007,33,5
-0.093026198,5,6,f,6,2009,20,5
0.11764259,4.5,6,f,4,2013,15,NA
0.091885176,4,9,m,7,2012,19,5
0.124122092,5.5,5,f,6,2015,16,2
0.566574413,7,9,m,7,2007,53,5
0.03033823,4,6,f,2,2009,22,5
0.911134876,7,9,m,6,2008,22,3
0.354850017,4,6,m,4,2008,21,3
0.025360289,5,6,m,5,2015,22,7
0.619647939,5,6,f,3,2013,17,3
0.366301443,4,6,m,4,2013,21,7
0.409577913,4,6,f,4,2015,18,4
0.217659686,4.5,6,f,6,2007,46,6
-0.027417189,6,6,f,2,2008,25,7
0.404022144,4.5,6,f,3,2007,49,8
1.071659383,6.5,6,f,6,2014,27,7
0.224376921,5,6,f,4,2015,20,5
0.373511875,5,8,f,4,2014,19,5
0.95378296,6,6,f,7,2013,NA,9
0.757172346,4,9,m,NA,2013,20,5
0.671999582,6.5,4,f,6,2012,18,5
-0.878663403,4,6,f,7,2014,13,10
0.660193799,6,6,f,5,2014,31,8
0.384732011,4,6,f,7,2015,17,3
0.491799321,4,6,m,4,2015,14,2
0.590464903,4.5,6,m,3,2013,20,5
0.008362799,4.5,6,f,7,2009,30,7
0.42104302,5,6,m,5,2015,25,8
0.373350199,5,9,f,4,2009,18,5
0.467280746,6,6,f,3,2007,17,3
-0.192553115,4,5,f,4,2010,15,3
-0.233963867,5.5,6,f,4,2010,19,5
0.497744863,5,6,f,NA,2014,18,5
0.821420612,5.5,6,m,1,2009,19,5
0.135392848,4,9,m,4,2011,21,5
0.558648515,4.5,6,m,7,2014,32,8
0.492791138,4,6,f,7,2009,21,5
-0.148590575,3,6,f,7,2015,15,3
0.283673553,4,8,m,4,2014,21,7
0.517887924,5,6,f,6,2014,34,10
0.204283926,5.5,5,f,5,2009,25,10
0.168820938,4.5,6,f,4,2015,28,7
0.312187184,4,7,f,5,2012,48,7
1.006881086,5.5,2,f,6,2010,20,7
0.168908236,4,6,f,6,2014,20,5
0.019632412,4,6,f,4,2009,35,8
-0.022064691,3.5,6,f,4,2014,50,9
0.889746852,4,8,m,5,2010,23,7
-0.712795954,4,6,m,7,2012,21,5
0.178301028,5,6,f,4,2014,22,7
0.058440341,5,6,f,3,2012,36,5
0.366090737,4,2,f,3,2010,23,5
-0.357526023,6.5,6,f,2,2013,32,7
0.305224515,5,6,f,6,2010,37,9
0.916920027,4,NA,m,5,2010,22,NA
0.441883483,5,3,f,6,2013,20,5
0.316591321,5.5,NA,.,NA,2008,NA,NA
0.355124246,4.5,6,f,6,2011,32,9
0.156543768,5,2,f,4,2011,19,7
0.610202263,5.5,2,f,4,2009,24,5
1.023305562,6,6,f,6,2010,54,7
0.121929531,4,6,f,7,2010,26,8
0.722083698,4.5,6,f,4,2010,20,5
-0.092845368,4,6,f,6,2014,26,7
0.462832432,4,5,f,6,2010,44,7
0.261432706,5,9,m,4,2015,21,3
0.111383236,4,6,f,7,2007,51,5
0.096447173,4,6,m,7,2010,20,5
0.262778833,5,6,f,6,2009,21,5
-0.356974481,4,3,f,4,2011,21,5
0.491730897,4.5,6,m,4,2015,17,3
0.736865454,5,4,f,4,2014,17,3
0.209735215,4,8,f,7,2010,21,8
0.200810089,5,6,f,4,2015,19,5
0.176249209,5,3,f,NA,2015,20,5
0.787343969,4,6,m,7,2009,37,5
-0.263856621,6,2,f,5,2007,22,8
0.184771163,4,6,f,4,2010,35,5
0.039484977,4.5,6,f,6,2014,50,10
-0.039798834,4,6,f,4,2012,38,8
0.282459401,5,6,f,7,2012,29,7
-0.31525525,4,6,f,4,2008,30,6
-0.253857132,6,6,f,2,2014,31,10
0.466773528,5.5,6,m,5,2008,22,7
-0.596323782,4,9,f,3,2012,18,5
0.811008939,5,6,f,6,2007,16,3
0.388989185,6,5,f,4,2013,17,3
-0.100850446,4,6,f,4,2013,29,5
0.166319062,5,6,f,NA,2015,15,NA
0.435340335,4,8,f,4,2014,20,5
0.301142275,5,6,f,7,2012,28,9
-0.255020861,3.5,6,m,6,2007,19,5
-0.474576249,4.5,6,f,7,2012,42,10
-0.282400554,4,6,f,4,2011,21,6
0.274037775,5.5,6,m,4,2014,40,9
0.226944931,4,8,f,2,2011,18,3
0.476016636,5,6,m,6,2015,25,9
0.489142921,6.5,5,f,6,2008,31,6
0.325212516,4,6,f,4,2013,18,3
0.566547858,4,6,f,2,2013,44,5
-0.333753054,4,6,f,5,2015,30,10
-0.503579779,4.5,6,m,4,2015,18,3
0.555571788,5,6,f,2,2015,18,5
0.592158923,6,6,f,7,2015,21,5
-0.102738848,4,6,f,4,2013,21,5
0.793965973,7,6,f,2,2015,48,7
0.402948636,4,6,f,4,2010,18,5
0.761978087,7,5,f,7,2013,22,7
0.178938881,5,6,f,2,2013,32,10
0.504293391,6,6,m,7,2008,28,9
0.508666484,4.5,6,f,6,2009,19,5
1.189263776,6,6,f,4,2011,20,5
0.442760536,4,6,f,NA,2013,17,4
0.18242501,4,5,f,7,2007,19,5
0.524776494,5,6,m,7,2007,25,8
-0.195603425,5.5,6,m,6,2015,36,10
0.571455915,5,6,m,2,2007,53,5
0.963898656,4,6,f,7,2012,39,9
0.027401507,5,6,f,6,2013,32,10
0.4612369,4.5,6,m,5,2009,46,7
0.036026184,4,6,m,4,2013,48,10
-0.123164228,4,8,f,NA,2010,17,3
0.636224925,4,3,m,7,2011,21,5
1.198300112,6.5,6,f,2,2012,22,6
0.864937093,4.5,6,m,2,2015,18,3
-0.077742409,5.5,6,m,6,2013,41,9
-0.047175786,4,6,f,5,2011,19,7
-0.020166791,5,6,f,7,2015,25,7
0.621932819,4.5,6,f,6,2014,25,7
0.45376694,5,6,m,4,2015,20,5
0.159554382,4.5,3,m,6,2014,24,10
-0.104590759,4,6,m,5,2015,19,5
0.187961536,4.5,6,m,7,2009,31,10
0.484064847,6,5,f,4,2011,20,5
-0.723815467,4,3,f,6,2012,20,5
0.053082233,3,6,f,2,2015,16,3
0.673484914,3.5,NA,.,NA,2013,NA,NA
0.519078559,5,3,f,7,2008,16,3
0.794756641,4,6,f,6,2011,61,9
0.013341407,4,NA,f,NA,2015,21,NA
-0.381294561,5.5,6,f,4,2014,19,5
0.096860636,4,6,f,6,2008,18,3
0.301765937,5,6,m,6,2008,23,5
0.613830232,5,8,f,7,2015,39,9
-0.632838765,4.5,6,f,4,2013,50,NA
0.305156657,4.5,6,f,6,2014,21,5
0.663345531,4.5,8,m,6,2011,15,3
0.37581642,6.5,6,f,7,2007,31,8
1.155799971,7,6,m,3,2010,22,8
0.102205288,4,9,m,4,2015,21,5
0.064893217,6,6,f,4,2012,19,5
0.940470575,5.5,6,f,5,2014,40,10
0.171082033,5.5,6,m,6,2007,22,5
0.834577003,4,6,f,4,2011,17,4
-0.042263083,4.5,2,f,2,2008,18,5
0.180030174,4,1,m,7,2012,26,5
0.803195687,5,6,f,6,2009,23,7
0.514700934,6,6,.,6,2008,21,5
-0.55719396,4,2,m,7,2015,15,3
0.216496816,5,6,f,4,2010,28,8
-5.80709e-4,4,5,f,4,2014,18,5
-0.149630653,5,6,f,7,2013,33,7
0.375191031,6.5,6,m,4,2009,34,9
0.44703368,4.5,NA,.,NA,2012,NA,NA
0.35714104,4.5,6,m,6,2015,25,9
0.700943615,6,3,m,6,2012,20,5
0.588372619,4.5,6,m,5,2013,34,8
0.396791606,4.5,5,f,5,2012,39,9
0.466803474,4.5,6,m,4,2015,22,5
0.461373339,7,8,f,3,2008,NA,8
0.726172683,5.5,6,f,6,2010,20,5
0.528386747,6,6,m,4,2008,18,5
0.622623097,6.5,6,f,6,2013,37,10
0.874784292,7,6,f,5,2013,37,6
0.05684462,4.5,6,f,4,2010,20,5
0.193332057,5.5,2,m,4,2014,20,5
0.765397613,6,6,f,6,2015,45,9
-0.188867683,6,6,m,4,2010,18,4
0.673734057,6,6,f,4,2015,43,9
0.360596159,4,6,m,6,2015,19,5
0.933060518,4.5,NA,f,6,2015,35,7
0.446843902,4.5,6,f,6,2015,21,4
-0.136272331,4,6,f,7,2011,26,8
-0.310116007,4.5,6,m,6,2007,40,5
0.341212401,5.5,6,m,2,2007,43,9
0.809282354,6,5,f,6,2014,53,7
0.327173295,4.5,6,f,4,2007,19,5
0.486590827,5,3,m,6,2011,23,7
-0.236217413,4.5,6,.,3,2010,51,8
-0.423746531,4,6,f,4,2009,40,6
1.085136838,4,6,m,7,2012,19,5
0.051250555,4,9,m,4,2010,NA,5
-0.644979104,2.5,8,f,6,2015,18,5
0.618259533,4,6,f,1,2014,50,5
-0.055198125,5,6,f,6,2013,44,10
0.043673605,4,6,f,4,2010,16,NA
0.775499191,5,8,f,3,2015,28,7
-0.243445143,4,6,f,3,2011,21,7
0.744243668,4.5,6,f,7,2015,33,7
0.278421021,4.5,8,f,2,2010,19,5
0.425095748,5,6,f,7,2010,27,8
0.037146253,4,2,f,5,2015,43,7
0.898902945,5,6,f,7,2012,21,5
0.373426427,5,6,m,6,2014,20,7
0.640700973,5.5,6,f,4,2009,24,10
0.524734807,6,3,f,5,2010,21,5
0.361142106,6.5,6,m,4,2015,31,9
0.405572894,4,6,f,4,2012,29,5
0.4262748,4.5,6,f,4,2011,19,5
0.717593496,5,6,m,7,2014,18,3
0.573759496,4.5,8,m,4,2010,31,9
-0.222244564,6,1,m,NA,2014,21,5
0.00917162,4,8,f,5,2012,20,5
0.561765437,4.5,6,f,6,2013,22,7
0.423786819,5.5,5,f,7,2013,22,7
0.339263338,6,6,m,4,2007,35,5
0.770068607,5,6,f,5,2013,38,5
0.469565195,5,6,f,7,2012,26,7
0.022721152,4,6,m,7,2013,16,3
-0.145997718,4,7,f,7,2014,20,5
0.499248572,6,6,m,5,2011,28,7
0.975898637,4.5,6,f,4,2010,18,5
0.296708508,4.5,5,f,4,2014,44,5
0.267504621,6,6,f,4,2007,18,4
0.538375693,5,6,f,6,2010,18,5
0.921679037,4.5,6,f,6,2015,49,4
0.54130018,6,2,f,7,2013,47,7
0.409181206,5,6,f,6,2015,34,7
1.029209504,5.5,6,f,6,2008,35,9
0.089063592,4,NA,.,NA,2007,NA,NA
0.711647547,5,6,f,6,2013,24,9
0.663468648,6,6,m,4,2013,49,7
0.293538746,5,6,f,2,2014,20,5
0.117446081,4.5,6,m,7,2013,59,10
1.05230133,6.5,6,f,5,2013,38,5
0.501200612,4,5,f,4,2013,28,5
-0.26166152,5,5,m,6,2013,41,10
-0.38247062,5.5,6,f,2,2011,22,6
0.260895022,6.5,9,f,2,2007,22,6
0.58778359,5.5,3,m,4,2009,22,7
-0.174204048,3.5,6,f,7,2015,28,8
0.914338487,5,6,m,7,2011,35,7
-0.087540779,5.5,6,f,4,2007,18,4
0.107047529,4,NA,m,4,2013,17,3
0.483636399,5,6,f,7,2007,39,7
0.566364409,4,NA,.,6,2014,NA,7
0.63119935,5,6,f,5,2015,18,5
-0.502077924,4,6,f,4,2011,26,8
0.752649746,4,9,m,4,2015,43,9
0.86395174,4.5,6,f,6,2015,26,8
0.074218437,5.5,6,f,4,2011,28,6
0.700400192,5.5,6,f,4,2011,38,7
0.184467255,5,5,f,4,2011,37,5
0.587258374,4,6,f,6,2015,18,4
0.570723573,4.5,6,f,6,2012,21,5
0.231505957,4,6,f,6,2007,19,5
0.598904419,6,6,f,4,2009,62,5
-0.067353442,5,6,f,4,2011,18,5
0.441240708,5.5,6,f,7,2007,42,7
0.774848451,6,6,f,1,2012,21,5
0.583450552,5.5,6,f,6,2012,61,8
-0.19512519,4.5,8,f,5,2014,17,5
0.811273947,4,6,f,7,2014,31,6
-0.464578252,4,6,f,4,2010,32,9
0.709416362,5,5,m,7,2015,19,5
-0.517415201,4,6,f,6,2010,19,5
0.402040545,5,5,f,3,2015,28,7
0.177515951,5.5,6,m,7,2009,52,9
0.140805506,4.5,6,m,4,2007,34,5
0.714561658,4.5,6,m,3,2015,51,7
-0.217683987,4.5,6,f,4,2014,19,6
0.792922231,5.5,6,m,4,2014,23,5
0.217559426,4.5,6,f,3,2007,22,7
0.686599158,7,6,f,4,2014,47,5
0.458487348,4.5,6,f,4,2015,54,9
-0.232649736,4.5,6,m,4,2011,27,3
0.186852593,4,6,f,2,2012,19,5
-0.037508505,5,6,f,4,2014,23,6
0.698310228,4.5,9,m,3,2015,68,10
-0.118855199,4.5,6,f,5,2007,27,7
-0.072442268,5,6,f,2,2008,18,5
0.572101151,4.5,6,f,4,2014,44,7
-0.081344843,5,6,f,4,2012,20,5
